source,metaedge,target
Compound::DB00331,CdG,Gene::10953
Compound::DB00412,CdG,Gene::891
Compound::DB00641,CdG,Gene::10885
Compound::DB00381,CdG,Gene::79080
Compound::DB01197,CdG,Gene::51053
Compound::DB01016,CdG,Gene::7043
Compound::DB01261,CdG,Gene::51375
Compound::DB08860,CdG,Gene::26057
Compound::DB00401,CdG,Gene::991
Compound::DB00903,CdG,Gene::5347
Compound::DB00227,CdG,Gene::23636
Compound::DB00381,CdG,Gene::9221
Compound::DB01136,CdG,Gene::991
Compound::DB00227,CdG,Gene::5198
Compound::DB08860,CdG,Gene::332
Compound::DB00177,CdG,Gene::85236
Compound::DB00641,CdG,Gene::3930
Compound::DB00960,CdG,Gene::57761
Compound::DB08860,CdG,Gene::55055
Compound::DB00641,CdG,Gene::7168
Compound::DB00758,CdG,Gene::55129
Compound::DB00960,CdG,Gene::79094
Compound::DB08860,CdG,Gene::23210
Compound::DB08860,CdG,Gene::51106
Compound::DB00641,CdG,Gene::23404
Compound::DB00999,CdG,Gene::5111
Compound::DB01098,CdG,Gene::902
Compound::DB00331,CdG,Gene::23326
Compound::DB01261,CdG,Gene::581
Compound::DB00227,CdG,Gene::4172
Compound::DB00227,CdG,Gene::25926
Compound::DB00227,CdG,Gene::11222
Compound::DB00641,CdG,Gene::5684
Compound::DB08860,CdG,Gene::23047
Compound::DB00641,CdG,Gene::291
Compound::DB00629,CdG,Gene::26001
Compound::DB00960,CdG,Gene::10818
Compound::DB08860,CdG,Gene::64118
Compound::DB00641,CdG,Gene::79693
Compound::DB00796,CdG,Gene::79902
Compound::DB01016,CdG,Gene::84722
Compound::DB01067,CdG,Gene::26020
Compound::DB08860,CdG,Gene::8607
Compound::DB00641,CdG,Gene::8726
Compound::DB00903,CdG,Gene::51015
Compound::DB00700,CdG,Gene::9842
Compound::DB00968,CdG,Gene::4864
Compound::DB08860,CdG,Gene::11222
Compound::DB00227,CdG,Gene::10398
Compound::DB08860,CdG,Gene::6166
Compound::DB00641,CdG,Gene::11319
Compound::DB00206,CdG,Gene::9212
Compound::DB00973,CdG,Gene::51382
Compound::DB00641,CdG,Gene::50628
Compound::DB00968,CdG,Gene::29103
Compound::DB00774,CdG,Gene::7866
Compound::DB00903,CdG,Gene::5982
Compound::DB01083,CdG,Gene::5721
Compound::DB00758,CdG,Gene::10954
Compound::DB01197,CdG,Gene::23326
Compound::DB00641,CdG,Gene::5971
Compound::DB00214,CdG,Gene::10409
Compound::DB00641,CdG,Gene::5223
Compound::DB00641,CdG,Gene::55839
Compound::DB00641,CdG,Gene::11065
Compound::DB00206,CdG,Gene::8243
Compound::DB08860,CdG,Gene::6182
Compound::DB01203,CdG,Gene::3855
Compound::DB01200,CdG,Gene::8318
Compound::DB00641,CdG,Gene::26973
Compound::DB00227,CdG,Gene::6182
Compound::DB08860,CdG,Gene::79850
Compound::DB00968,CdG,Gene::10969
Compound::DB00641,CdG,Gene::10137
Compound::DB00960,CdG,Gene::23180
Compound::DB08860,CdG,Gene::55129
Compound::DB08860,CdG,Gene::1666
Compound::DB08860,CdG,Gene::79801
Compound::DB01120,CdG,Gene::29978
Compound::DB00641,CdG,Gene::3028
Compound::DB08860,CdG,Gene::1070
Compound::DB08860,CdG,Gene::10541
Compound::DB00641,CdG,Gene::10528
Compound::DB00641,CdG,Gene::10196
Compound::DB00270,CdG,Gene::9093
Compound::DB00206,CdG,Gene::7866
Compound::DB08860,CdG,Gene::7443
Compound::DB00206,CdG,Gene::890
Compound::DB00960,CdG,Gene::4232
Compound::DB08860,CdG,Gene::23404
Compound::DB00641,CdG,Gene::1662
Compound::DB00206,CdG,Gene::81034
Compound::DB00999,CdG,Gene::10221
Compound::DB00903,CdG,Gene::991
Compound::DB00796,CdG,Gene::10190
Compound::DB00960,CdG,Gene::55893
Compound::DB01067,CdG,Gene::2896
Compound::DB00641,CdG,Gene::10131
Compound::DB08860,CdG,Gene::5198
Compound::DB00758,CdG,Gene::2778
Compound::DB01016,CdG,Gene::51375
Compound::DB00641,CdG,Gene::54107
Compound::DB01261,CdG,Gene::958
Compound::DB08860,CdG,Gene::8520
Compound::DB00227,CdG,Gene::55759
Compound::DB08860,CdG,Gene::5520
Compound::DB00641,CdG,Gene::26520
Compound::DB00381,CdG,Gene::5347
Compound::DB00641,CdG,Gene::55759
Compound::DB01016,CdG,Gene::5321
Compound::DB01124,CdG,Gene::7866
Compound::DB00641,CdG,Gene::51018
Compound::DB01120,CdG,Gene::3682
Compound::DB08860,CdG,Gene::4999
Compound::DB00641,CdG,Gene::80746
Compound::DB00641,CdG,Gene::22934
Compound::DB00641,CdG,Gene::55388
Compound::DB08860,CdG,Gene::4331
Compound::DB08860,CdG,Gene::57178
Compound::DB08860,CdG,Gene::54962
Compound::DB00968,CdG,Gene::9128
Compound::DB00187,CdG,Gene::9455
Compound::DB01029,CdG,Gene::4609
Compound::DB08860,CdG,Gene::9133
Compound::DB00227,CdG,Gene::10196
Compound::DB00960,CdG,Gene::5925
Compound::DB00227,CdG,Gene::54733
Compound::DB00227,CdG,Gene::1786
Compound::DB00641,CdG,Gene::5427
Compound::DB08860,CdG,Gene::79643
Compound::DB00227,CdG,Gene::51728
Compound::DB01067,CdG,Gene::23326
Compound::DB00641,CdG,Gene::10248
Compound::DB01098,CdG,Gene::4609
Compound::DB00960,CdG,Gene::3454
Compound::DB01261,CdG,Gene::23200
Compound::DB00381,CdG,Gene::26292
Compound::DB00641,CdG,Gene::6347
Compound::DB00381,CdG,Gene::64429
Compound::DB00973,CdG,Gene::64943
Compound::DB01261,CdG,Gene::158471
Compound::DB00968,CdG,Gene::51026
Compound::DB08860,CdG,Gene::9690
Compound::DB00227,CdG,Gene::51018
Compound::DB00758,CdG,Gene::10493
Compound::DB01076,CdG,Gene::79080
Compound::DB00641,CdG,Gene::9128
Compound::DB00641,CdG,Gene::9933
Compound::DB00412,CdG,Gene::3682
Compound::DB00960,CdG,Gene::5529
Compound::DB00227,CdG,Gene::54475
Compound::DB00968,CdG,Gene::23326
Compound::DB00227,CdG,Gene::64425
Compound::DB00758,CdG,Gene::114049
Compound::DB00641,CdG,Gene::8208
Compound::DB00412,CdG,Gene::51495
Compound::DB00270,CdG,Gene::23029
Compound::DB00758,CdG,Gene::4282
Compound::DB01200,CdG,Gene::51001
Compound::DB00206,CdG,Gene::466
Compound::DB08860,CdG,Gene::7298
Compound::DB01098,CdG,Gene::1906
Compound::DB08860,CdG,Gene::1738
Compound::DB01261,CdG,Gene::5321
Compound::DB00641,CdG,Gene::9690
Compound::DB00641,CdG,Gene::51116
Compound::DB08860,CdG,Gene::55651
Compound::DB08860,CdG,Gene::3312
Compound::DB00206,CdG,Gene::11335
Compound::DB00641,CdG,Gene::7371
Compound::DB01261,CdG,Gene::670
Compound::DB00381,CdG,Gene::9688
Compound::DB08860,CdG,Gene::4522
Compound::DB01261,CdG,Gene::1676
Compound::DB00968,CdG,Gene::10776
Compound::DB00903,CdG,Gene::57405
Compound::DB00381,CdG,Gene::4927
Compound::DB01124,CdG,Gene::6184
Compound::DB08860,CdG,Gene::28957
Compound::DB08860,CdG,Gene::9019
Compound::DB00227,CdG,Gene::1723
Compound::DB08860,CdG,Gene::8480
Compound::DB00657,CdG,Gene::39
Compound::DB01016,CdG,Gene::9842
Compound::DB00206,CdG,Gene::11098
Compound::DB00227,CdG,Gene::6697
Compound::DB00758,CdG,Gene::1213
Compound::DB00641,CdG,Gene::64425
Compound::DB00641,CdG,Gene::10237
Compound::DB08860,CdG,Gene::4172
Compound::DB08860,CdG,Gene::54927
Compound::DB01261,CdG,Gene::84722
Compound::DB00206,CdG,Gene::55256
Compound::DB00381,CdG,Gene::83743
Compound::DB00331,CdG,Gene::9650
Compound::DB01200,CdG,Gene::51053
Compound::DB00960,CdG,Gene::4313
Compound::DB08860,CdG,Gene::7155
Compound::DB00641,CdG,Gene::23082
Compound::DB00641,CdG,Gene::332
Compound::DB00381,CdG,Gene::10940
Compound::DB00960,CdG,Gene::581
Compound::DB00584,CdG,Gene::347902
Compound::DB00227,CdG,Gene::51202
Compound::DB00758,CdG,Gene::8574
Compound::DB08860,CdG,Gene::9847
Compound::DB01241,CdG,Gene::5440
Compound::DB00584,CdG,Gene::843
Compound::DB00381,CdG,Gene::8318
Compound::DB08860,CdG,Gene::54205
Compound::DB00622,CdG,Gene::79090
Compound::DB00641,CdG,Gene::54962
Compound::DB08860,CdG,Gene::27258
Compound::DB01029,CdG,Gene::80758
Compound::DB01016,CdG,Gene::55893
Compound::DB00227,CdG,Gene::54881
Compound::DB00227,CdG,Gene::8318
Compound::DB08860,CdG,Gene::10797
Compound::DB00284,CdG,Gene::4495
Compound::DB00758,CdG,Gene::22926
Compound::DB08860,CdG,Gene::3838
Compound::DB00227,CdG,Gene::4927
Compound::DB00584,CdG,Gene::51382
Compound::DB01016,CdG,Gene::5925
Compound::DB00641,CdG,Gene::2146
Compound::DB00331,CdG,Gene::54205
Compound::DB00641,CdG,Gene::55038
Compound::DB00641,CdG,Gene::55226
Compound::DB00331,CdG,Gene::39
Compound::DB00187,CdG,Gene::11232
Compound::DB08860,CdG,Gene::641
Compound::DB00758,CdG,Gene::4125
Compound::DB08860,CdG,Gene::51319
Compound::DB01241,CdG,Gene::26511
Compound::DB00206,CdG,Gene::23029
Compound::DB01261,CdG,Gene::5613
Compound::DB00641,CdG,Gene::4686
Compound::DB00227,CdG,Gene::51081
Compound::DB00584,CdG,Gene::4885
Compound::DB00641,CdG,Gene::22827
Compound::DB00381,CdG,Gene::8607
Compound::DB00903,CdG,Gene::5111
Compound::DB00214,CdG,Gene::6813
Compound::DB00270,CdG,Gene::4502
Compound::DB08860,CdG,Gene::991
Compound::DB00999,CdG,Gene::51053
Compound::DB08860,CdG,Gene::51018
Compound::DB00227,CdG,Gene::5111
Compound::DB00373,CdG,Gene::23089
Compound::DB08860,CdG,Gene::8624
Compound::DB08860,CdG,Gene::11200
Compound::DB00774,CdG,Gene::80758
Compound::DB00641,CdG,Gene::705
Compound::DB00758,CdG,Gene::5111
Compound::DB00227,CdG,Gene::51116
Compound::DB00227,CdG,Gene::5529
Compound::DB00227,CdG,Gene::990
Compound::DB01098,CdG,Gene::3486
Compound::DB00641,CdG,Gene::642
Compound::DB00641,CdG,Gene::55794
Compound::DB00641,CdG,Gene::10419
Compound::DB00641,CdG,Gene::10146
Compound::DB00227,CdG,Gene::9136
Compound::DB08860,CdG,Gene::3978
Compound::DB00999,CdG,Gene::9943
Compound::DB00968,CdG,Gene::55748
Compound::DB01076,CdG,Gene::4609
Compound::DB00903,CdG,Gene::9133
Compound::DB01098,CdG,Gene::5054
Compound::DB01076,CdG,Gene::23212
Compound::DB00903,CdG,Gene::7153
Compound::DB00968,CdG,Gene::54733
Compound::DB00641,CdG,Gene::51096
Compound::DB01261,CdG,Gene::81539
Compound::DB00973,CdG,Gene::22934
Compound::DB00270,CdG,Gene::22796
Compound::DB00584,CdG,Gene::4313
Compound::DB00206,CdG,Gene::8520
Compound::DB00641,CdG,Gene::54517
Compound::DB00903,CdG,Gene::8318
Compound::DB00973,CdG,Gene::56889
Compound::DB00960,CdG,Gene::4998
Compound::DB00227,CdG,Gene::2958
Compound::DB01115,CdG,Gene::4303
Compound::DB08860,CdG,Gene::55839
Compound::DB00227,CdG,Gene::891
Compound::DB00912,CdG,Gene::1788
Compound::DB00641,CdG,Gene::4605
Compound::DB08860,CdG,Gene::7866
Compound::DB01016,CdG,Gene::3454
Compound::DB00960,CdG,Gene::7043
Compound::DB01241,CdG,Gene::54205
Compound::DB00227,CdG,Gene::8050
Compound::DB08860,CdG,Gene::26520
Compound::DB00960,CdG,Gene::8318
Compound::DB00331,CdG,Gene::4502
Compound::DB01261,CdG,Gene::81533
Compound::DB01200,CdG,Gene::54205
Compound::DB00187,CdG,Gene::1738
Compound::DB00206,CdG,Gene::11065
Compound::DB00436,CdG,Gene::10112
Compound::DB00960,CdG,Gene::9842
Compound::DB00641,CdG,Gene::55149
Compound::DB01261,CdG,Gene::1509
Compound::DB08860,CdG,Gene::1503
Compound::DB00641,CdG,Gene::10606
Compound::DB00903,CdG,Gene::890
Compound::DB01261,CdG,Gene::4931
Compound::DB00641,CdG,Gene::51021
Compound::DB00641,CdG,Gene::22905
Compound::DB00227,CdG,Gene::642
Compound::DB00641,CdG,Gene::990
Compound::DB01016,CdG,Gene::5566
Compound::DB08860,CdG,Gene::51691
Compound::DB00960,CdG,Gene::10049
Compound::DB00758,CdG,Gene::200081
Compound::DB00641,CdG,Gene::595
Compound::DB00575,CdG,Gene::2697
Compound::DB08860,CdG,Gene::23326
Compound::DB08860,CdG,Gene::79073
Compound::DB08860,CdG,Gene::23076
Compound::DB00960,CdG,Gene::65057
Compound::DB00641,CdG,Gene::27340
Compound::DB00206,CdG,Gene::23597
Compound::DB00960,CdG,Gene::81539
Compound::DB00206,CdG,Gene::1465
Compound::DB08860,CdG,Gene::22926
Compound::DB01067,CdG,Gene::23210
Compound::DB00206,CdG,Gene::51495
Compound::DB00968,CdG,Gene::58478
Compound::DB08860,CdG,Gene::1033
Compound::DB00758,CdG,Gene::1983
Compound::DB00960,CdG,Gene::27122
Compound::DB00968,CdG,Gene::8726
Compound::DB00641,CdG,Gene::9057
Compound::DB00412,CdG,Gene::8318
Compound::DB00968,CdG,Gene::55324
Compound::DB08860,CdG,Gene::5782
Compound::DB00839,CdG,Gene::8870
Compound::DB00206,CdG,Gene::8480
Compound::DB08860,CdG,Gene::5300
Compound::DB00960,CdG,Gene::7538
Compound::DB00206,CdG,Gene::9183
Compound::DB00641,CdG,Gene::3312
Compound::DB08860,CdG,Gene::10165
Compound::DB00641,CdG,Gene::23160
Compound::DB00227,CdG,Gene::10007
Compound::DB00960,CdG,Gene::51056
Compound::DB00641,CdG,Gene::8061
Compound::DB00187,CdG,Gene::6810
Compound::DB00968,CdG,Gene::9133
Compound::DB00227,CdG,Gene::3491
Compound::DB00206,CdG,Gene::6697
Compound::DB00641,CdG,Gene::8318
Compound::DB00999,CdG,Gene::5525
Compound::DB08860,CdG,Gene::10973
Compound::DB00796,CdG,Gene::9212
Compound::DB00575,CdG,Gene::10049
Compound::DB00206,CdG,Gene::1429
Compound::DB08860,CdG,Gene::1978
Compound::DB01098,CdG,Gene::10398
Compound::DB00641,CdG,Gene::81034
Compound::DB00227,CdG,Gene::8607
Compound::DB08860,CdG,Gene::11065
Compound::DB00227,CdG,Gene::50628
Compound::DB00968,CdG,Gene::11157
Compound::DB00584,CdG,Gene::7016
Compound::DB00641,CdG,Gene::23649
Compound::DB00227,CdG,Gene::993
Compound::DB00401,CdG,Gene::994
Compound::DB00903,CdG,Gene::56992
Compound::DB00206,CdG,Gene::831
Compound::DB00227,CdG,Gene::3978
Compound::DB00227,CdG,Gene::4173
Compound::DB00227,CdG,Gene::23165
Compound::DB08860,CdG,Gene::7494
Compound::DB00206,CdG,Gene::1841
Compound::DB01067,CdG,Gene::1051
Compound::DB00968,CdG,Gene::10221
Compound::DB01241,CdG,Gene::51056
Compound::DB00960,CdG,Gene::23271
Compound::DB08860,CdG,Gene::7750
Compound::DB01098,CdG,Gene::5971
Compound::DB00227,CdG,Gene::991
Compound::DB00641,CdG,Gene::5982
Compound::DB00214,CdG,Gene::55256
Compound::DB08860,CdG,Gene::4927
Compound::DB00584,CdG,Gene::37
Compound::DB00622,CdG,Gene::831
Compound::DB00206,CdG,Gene::7027
Compound::DB00227,CdG,Gene::10528
Compound::DB00310,CdG,Gene::84617
Compound::DB00641,CdG,Gene::8480
Compound::DB00412,CdG,Gene::1500
Compound::DB08860,CdG,Gene::6635
Compound::DB00968,CdG,Gene::5019
Compound::DB00641,CdG,Gene::23576
Compound::DB01261,CdG,Gene::11044
Compound::DB00641,CdG,Gene::708
Compound::DB01098,CdG,Gene::595
Compound::DB00206,CdG,Gene::55038
Compound::DB01016,CdG,Gene::6919
Compound::DB00968,CdG,Gene::80746
Compound::DB00412,CdG,Gene::10049
Compound::DB00401,CdG,Gene::4931
Compound::DB08860,CdG,Gene::7204
Compound::DB00758,CdG,Gene::1666
Compound::DB01067,CdG,Gene::51021
Compound::DB00641,CdG,Gene::6627
Compound::DB00700,CdG,Gene::5796
Compound::DB00381,CdG,Gene::23076
Compound::DB00331,CdG,Gene::54881
Compound::DB01016,CdG,Gene::10221
Compound::DB08860,CdG,Gene::4292
Compound::DB08860,CdG,Gene::23397
Compound::DB00758,CdG,Gene::23647
Compound::DB00641,CdG,Gene::55355
Compound::DB00187,CdG,Gene::10362
Compound::DB08860,CdG,Gene::622
Compound::DB00227,CdG,Gene::54517
Compound::DB00790,CdG,Gene::39
Compound::DB08860,CdG,Gene::7371
Compound::DB01241,CdG,Gene::3303
Compound::DB08860,CdG,Gene::7982
Compound::DB00641,CdG,Gene::6723
Compound::DB00968,CdG,Gene::7296
Compound::DB08860,CdG,Gene::708
Compound::DB00641,CdG,Gene::55012
Compound::DB01115,CdG,Gene::5525
Compound::DB00227,CdG,Gene::6723
Compound::DB01261,CdG,Gene::6382
Compound::DB00641,CdG,Gene::51659
Compound::DB00187,CdG,Gene::7431
Compound::DB00758,CdG,Gene::3978
Compound::DB00227,CdG,Gene::8884
Compound::DB01098,CdG,Gene::5111
Compound::DB00641,CdG,Gene::55706
Compound::DB00227,CdG,Gene::23404
Compound::DB00641,CdG,Gene::9319
Compound::DB01124,CdG,Gene::5708
Compound::DB00227,CdG,Gene::79902
Compound::DB00700,CdG,Gene::23326
Compound::DB00641,CdG,Gene::23590
Compound::DB08860,CdG,Gene::51379
Compound::DB00227,CdG,Gene::4171
Compound::DB08860,CdG,Gene::7514
Compound::DB00641,CdG,Gene::3486
Compound::DB01115,CdG,Gene::29083
Compound::DB00331,CdG,Gene::51070
Compound::DB00227,CdG,Gene::30836
Compound::DB08860,CdG,Gene::29083
Compound::DB00999,CdG,Gene::5898
Compound::DB00412,CdG,Gene::5829
Compound::DB00641,CdG,Gene::1906
Compound::DB08860,CdG,Gene::22856
Compound::DB00903,CdG,Gene::3978
Compound::DB00227,CdG,Gene::79084
Compound::DB00641,CdG,Gene::29078
Compound::DB00758,CdG,Gene::6192
Compound::DB08860,CdG,Gene::9791
Compound::DB08860,CdG,Gene::3251
Compound::DB00641,CdG,Gene::1802
Compound::DB01016,CdG,Gene::54807
Compound::DB00227,CdG,Gene::4839
Compound::DB00195,CdG,Gene::9093
Compound::DB08860,CdG,Gene::55038
Compound::DB00641,CdG,Gene::10557
Compound::DB01115,CdG,Gene::10559
Compound::DB00401,CdG,Gene::10273
Compound::DB00960,CdG,Gene::682
Compound::DB00227,CdG,Gene::6059
Compound::DB00227,CdG,Gene::4605
Compound::DB00641,CdG,Gene::9133
Compound::DB00641,CdG,Gene::63875
Compound::DB00968,CdG,Gene::291
Compound::DB00968,CdG,Gene::5440
Compound::DB00641,CdG,Gene::3251
Compound::DB01098,CdG,Gene::51491
Compound::DB00641,CdG,Gene::5891
Compound::DB00657,CdG,Gene::10273
Compound::DB00206,CdG,Gene::22934
Compound::DB00903,CdG,Gene::6839
Compound::DB08860,CdG,Gene::10434
Compound::DB00227,CdG,Gene::595
Compound::DB00641,CdG,Gene::55127
Compound::DB01124,CdG,Gene::79080
Compound::DB01029,CdG,Gene::1978
Compound::DB00641,CdG,Gene::8050
Compound::DB01098,CdG,Gene::993
Compound::DB00641,CdG,Gene::6182
Compound::DB01261,CdG,Gene::1500
Compound::DB08860,CdG,Gene::5037
Compound::DB00641,CdG,Gene::5438
Compound::DB00227,CdG,Gene::10452
Compound::DB01016,CdG,Gene::388650
Compound::DB01197,CdG,Gene::10059
Compound::DB00641,CdG,Gene::10328
Compound::DB00227,CdG,Gene::5036
Compound::DB08860,CdG,Gene::51021
Compound::DB08860,CdG,Gene::5464
Compound::DB08860,CdG,Gene::79902
Compound::DB00641,CdG,Gene::1212
Compound::DB00960,CdG,Gene::211
Compound::DB01261,CdG,Gene::6919
Compound::DB00903,CdG,Gene::55143
Compound::DB00187,CdG,Gene::5300
Compound::DB00227,CdG,Gene::22934
Compound::DB01120,CdG,Gene::26520
Compound::DB08860,CdG,Gene::23244
Compound::DB00641,CdG,Gene::55003
Compound::DB00999,CdG,Gene::79921
Compound::DB00641,CdG,Gene::51075
Compound::DB08860,CdG,Gene::9787
Compound::DB08860,CdG,Gene::27292
Compound::DB00227,CdG,Gene::7866
Compound::DB01241,CdG,Gene::533
Compound::DB01076,CdG,Gene::4830
Compound::DB00960,CdG,Gene::6657
Compound::DB00227,CdG,Gene::5054
Compound::DB00227,CdG,Gene::55159
Compound::DB00206,CdG,Gene::54205
Compound::DB00641,CdG,Gene::4172
Compound::DB08860,CdG,Gene::79682
Compound::DB00206,CdG,Gene::55635
Compound::DB00641,CdG,Gene::30836
Compound::DB00774,CdG,Gene::200081
Compound::DB00584,CdG,Gene::9915
Compound::DB00206,CdG,Gene::56943
Compound::DB00575,CdG,Gene::7076
Compound::DB00457,CdG,Gene::29978
Compound::DB00206,CdG,Gene::5557
Compound::DB00206,CdG,Gene::991
Compound::DB00968,CdG,Gene::10013
Compound::DB00968,CdG,Gene::29082
Compound::DB00758,CdG,Gene::4043
Compound::DB01241,CdG,Gene::54623
Compound::DB08860,CdG,Gene::1105
Compound::DB00641,CdG,Gene::7105
Compound::DB01016,CdG,Gene::7422
Compound::DB00641,CdG,Gene::10434
Compound::DB00641,CdG,Gene::1490
Compound::DB01120,CdG,Gene::991
Compound::DB01016,CdG,Gene::3091
Compound::DB01136,CdG,Gene::84617
Compound::DB01115,CdG,Gene::23210
Compound::DB00381,CdG,Gene::991
Compound::DB08860,CdG,Gene::57128
Compound::DB00206,CdG,Gene::6790
Compound::DB00227,CdG,Gene::11072
Compound::DB00960,CdG,Gene::5498
Compound::DB08860,CdG,Gene::11340
Compound::DB00903,CdG,Gene::622
Compound::DB00227,CdG,Gene::83461
Compound::DB08860,CdG,Gene::56654
Compound::DB00968,CdG,Gene::54205
Compound::DB08860,CdG,Gene::55131
Compound::DB00641,CdG,Gene::22796
Compound::DB00641,CdG,Gene::51154
Compound::DB00960,CdG,Gene::51375
Compound::DB00999,CdG,Gene::5019
Compound::DB08860,CdG,Gene::7088
Compound::DB00973,CdG,Gene::4792
Compound::DB00641,CdG,Gene::983
Compound::DB01083,CdG,Gene::57016
Compound::DB00641,CdG,Gene::10398
Compound::DB08860,CdG,Gene::5018
Compound::DB08860,CdG,Gene::2109
Compound::DB01197,CdG,Gene::291
Compound::DB01115,CdG,Gene::2745
Compound::DB00999,CdG,Gene::9128
Compound::DB00960,CdG,Gene::6832
Compound::DB00227,CdG,Gene::9933
Compound::DB00960,CdG,Gene::4931
Compound::DB08860,CdG,Gene::10460
Compound::DB00343,CdG,Gene::1738
Compound::DB00999,CdG,Gene::23326
Compound::DB00331,CdG,Gene::51282
Compound::DB00641,CdG,Gene::3329
Compound::DB00584,CdG,Gene::6461
Compound::DB00641,CdG,Gene::10556
Compound::DB00968,CdG,Gene::7485
Compound::DB00968,CdG,Gene::3895
Compound::DB08860,CdG,Gene::4085
Compound::DB00206,CdG,Gene::55012
Compound::DB00641,CdG,Gene::54069
Compound::DB00641,CdG,Gene::2395
Compound::DB00575,CdG,Gene::2886
Compound::DB00227,CdG,Gene::63875
Compound::DB08860,CdG,Gene::81892
Compound::DB08860,CdG,Gene::29925
Compound::DB00641,CdG,Gene::10038
Compound::DB00999,CdG,Gene::10969
Compound::DB00227,CdG,Gene::55794
